G,Season,Standardized_Date,Date,Day,Time,School,Standardized_School,Game_Type,Opponent,Standardized_Opponent,Post_Season,Conf,Result,Combined_Location,City,State,Country,Pts,Opp,W,L,T,Streak,Notes,Latitude,Longitude
4,1987,10/10/1987,10-Oct-87,Sat,,(4)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Ind,L,"Pittsburgh, PA",Pittsburgh,PA,USA,22,30,3,1,0,L 1,,40.450509,-79.936305
9,1987,11/14/1987,14-Nov-87,Sat,,(7)Â Notre Dame,Notre Dame,Home,(11)Â Alabama,Alabama,N,SEC,W,"South Bend, IN",South Bend,IN,USA,37,6,8,1,0,W 5,,41.666386,-86.267592
8,1987,11/7/1987,7-Nov-87,Sat,,(9)Â Notre Dame,Notre Dame,Home,Boston College,Boston College,N,Ind,W,"South Bend, IN",South Bend,IN,USA,32,25,7,1,0,W 4,,41.666386,-86.267592
2,1987,9/19/1987,19-Sep-87,Sat,,(9)Â Notre Dame,Notre Dame,Home,(17)Â Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,31,8,2,0,0,W 2,,41.666386,-86.267592
7,1987,10/31/1987,31-Oct-87,Sat,,(9)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,56,13,6,1,0,W 3,,41.666386,-86.267592
6,1987,10/24/1987,24-Oct-87,Sat,,(10)Â Notre Dame,Notre Dame,Home,USC,USC,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,26,15,5,1,0,W 2,,41.666386,-86.267592
10,1987,11/21/1987,21-Nov-87,Sat,,(7)Â Notre Dame,Notre Dame,Away,Penn State,Penn State,N,Ind,L,"State College, PA",State College,PA,USA,20,21,8,2,0,L 1,,40.793203,-77.857327
3,1987,9/26/1987,26-Sep-87,Sat,,(8)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,44,20,3,0,0,W 3,,40.460621,-86.915627
8,1988,10/29/1988,29-Oct-88,Sat,,(2)Â Notre Dame,Notre Dame,Away,Navy,Navy,N,Ind,W,"Baltimore, MD",Baltimore,MD,USA,22,7,8,0,0,W 8,"Baltimore, MD",39.319732,-76.649533
2,1988,9/17/1988,17-Sep-88,Sat,,(8)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,20,3,2,0,0,W 2,,42.736452,-84.479762
11,1988,11/26/1988,26-Nov-88,Sat,,(1)Â Notre Dame,Notre Dame,Away,(2)Â USC,USC,N,Pac-10,W,"Los Angeles, CA",Los Angeles,CA,USA,27,10,11,0,0,W 11,,34.05513,-118.25703
5,1988,10/8/1988,8-Oct-88,Sat,,(5)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Ind,W,"Pittsburgh, PA",Pittsburgh,PA,USA,30,20,5,0,0,W 5,,40.450509,-79.936305
7,1988,10/22/1988,22-Oct-88,Sat,,(2)Â Notre Dame,Notre Dame,Home,Air Force,Air Force,N,WAC,W,"South Bend, IN",South Bend,IN,USA,41,13,7,0,0,W 7,,41.666386,-86.267592
6,1988,10/15/1988,15-Oct-88,Sat,,(4)Â Notre Dame,Notre Dame,Home,(1)Â Miami (FL),Miami FL,N,Ind,W,"South Bend, IN",South Bend,IN,USA,31,30,6,0,0,W 6,,41.666386,-86.267592
1,1988,9/10/1988,10-Sep-88,Sat,,(13)Â Notre Dame,Notre Dame,Home,(9)Â Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,19,17,1,0,0,W 1,,41.666386,-86.267592
10,1988,11/19/1988,19-Nov-88,Sat,,(1)Â Notre Dame,Notre Dame,Home,Penn State,Penn State,N,Ind,W,"South Bend, IN",South Bend,IN,USA,21,3,10,0,0,W 10,,41.666386,-86.267592
3,1988,9/24/1988,24-Sep-88,Sat,,(8)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,52,7,3,0,0,W 3,,41.666386,-86.267592
9,1988,11/5/1988,5-Nov-88,Sat,,(1)Â Notre Dame,Notre Dame,Home,Rice,Rice,N,SWC,W,"South Bend, IN",South Bend,IN,USA,54,11,9,0,0,W 9,,41.666386,-86.267592
4,1988,10/1/1988,1-Oct-88,Sat,,(5)Â Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,42,14,4,0,0,W 4,,41.666386,-86.267592
12,1988,1/2/1989,2-Jan-89,Mon,,(1)Â Notre Dame,Notre Dame,Neutral,(3)Â West Virginia,West Virginia,Y,Ind,W,"Tempe, AZ",Tempe,AZ,USA,34,21,12,0,0,W 12,"Fiesta Bowl (Fiesta Bowl (Tempe, AZ))",33.403229,-111.923357
2,1989,9/16/1989,16-Sep-89,Sat,,(1)Â Notre Dame,Notre Dame,Away,(2)Â Michigan,Michigan,N,Big Ten,W,"Ann Arbor, MI",Ann Arbor,MI,USA,24,19,2,0,0,W 2,,42.279731,-83.736923
6,1989,10/14/1989,14-Oct-89,Sat,,(1)Â Notre Dame,Notre Dame,Away,(17)Â Air Force,Air Force,N,WAC,W,"Colorado Springs, CO",Colorado Springs,CO,USA,41,27,6,0,0,W 6,,38.875356,-104.813228
1,1989,8/31/1989,31-Aug-89,Thu,,(2)Â Notre Dame,Notre Dame,Neutral,Virginia,Virginia,Y,ACC,W,"East Rutherford, NJ",East Rutherford,NJ,USA,36,13,1,0,0,W 1,"Kick-off Classic (East Rutherford, NJ)",40.811106,-74.078218
13,1989,1/1/1990,1-Jan-90,Mon,,(4)Â Notre Dame,Notre Dame,Neutral,(1)Â Colorado,Colorado,Y,Big 8,W,"Miami, FL",Miami,FL,USA,21,6,12,1,0,W 1,"Orange Bowl (Orange Bowl (Miami, FL))",25.766368,-80.210268
12,1989,11/25/1989,25-Nov-89,Sat,,(1)Â Notre Dame,Notre Dame,Away,(7)Â Miami (FL),Miami FL,N,Ind,L,"Miami, FL",Miami,FL,USA,10,27,11,1,0,L 1,,25.766368,-80.210268
3,1989,9/23/1989,23-Sep-89,Sat,,(1)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,21,13,3,0,0,W 3,,41.666386,-86.267592
9,1989,11/4/1989,4-Nov-89,Sat,,(1)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,41,0,9,0,0,W 9,,41.666386,-86.267592
8,1989,10/28/1989,28-Oct-89,Sat,,(1)Â Notre Dame,Notre Dame,Home,(7)Â Pitt,Pitt,N,Ind,W,"South Bend, IN",South Bend,IN,USA,45,7,8,0,0,W 8,,41.666386,-86.267592
10,1989,11/11/1989,11-Nov-89,Sat,,(1)Â Notre Dame,Notre Dame,Home,SMU,SMU,N,SWC,W,"South Bend, IN",South Bend,IN,USA,59,6,10,0,0,W 10,,41.666386,-86.267592
7,1989,10/21/1989,21-Oct-89,Sat,,(1)Â Notre Dame,Notre Dame,Home,(9)Â USC,USC,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,28,24,7,0,0,W 7,,41.666386,-86.267592
5,1989,10/7/1989,7-Oct-89,Sat,,(1)Â Notre Dame,Notre Dame,Away,Stanford,Stanford,N,Pac-10,W,"Stanford, CA",Stanford,CA,USA,27,17,5,0,0,W 5,,37.425888,-122.165288
11,1989,11/18/1989,18-Nov-89,Sat,,(1)Â Notre Dame,Notre Dame,Away,(17)Â Penn State,Penn State,N,Ind,W,"State College, PA",State College,PA,USA,34,23,11,0,0,W 11,,40.793203,-77.857327
4,1989,9/30/1989,30-Sep-89,Sat,,(1)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,40,7,4,0,0,W 4,,40.460621,-86.915627
2,1990,9/22/1990,22-Sep-90,Sat,,(1)Â Notre Dame,Notre Dame,Away,(24)Â Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,20,19,2,0,0,W 2,,42.736452,-84.479762
8,1990,11/3/1990,3-Nov-90,Sat,,(2)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"East Rutherford, NJ",East Rutherford,NJ,USA,52,31,7,1,0,W 4,"East Rutherford, NJ",40.811106,-74.078218
9,1990,11/10/1990,10-Nov-90,Sat,,(1)Â Notre Dame,Notre Dame,Away,(9)Â Tennessee,Tennessee,N,SEC,W,"Knoxville, TN",Knoxville,TN,USA,34,29,8,1,0,W 5,,35.973011,-83.969472
11,1990,11/24/1990,24-Nov-90,Sat,,(7)Â Notre Dame,Notre Dame,Away,(18)Â USC,USC,N,Pac-10,W,"Los Angeles, CA",Los Angeles,CA,USA,10,6,9,2,0,W 1,,34.05513,-118.25703
12,1990,1/1/1991,1-Jan-91,Tue,,(5)Â Notre Dame,Notre Dame,Neutral,(1)Â Colorado,Colorado,Y,Big 8,L,"Miami, FL",Miami,FL,USA,9,10,9,3,0,L 1,"Orange Bowl (Orange Bowl (Miami, FL))",25.766368,-80.210268
7,1990,10/27/1990,27-Oct-90,Sat,,(3)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Ind,W,"Pittsburgh, PA",Pittsburgh,PA,USA,31,22,6,1,0,W 3,,40.450509,-79.936305
5,1990,10/13/1990,13-Oct-90,Sat,,(8)Â Notre Dame,Notre Dame,Home,Air Force,Air Force,N,WAC,W,"South Bend, IN",South Bend,IN,USA,57,27,4,1,0,W 1,,41.666386,-86.267592
6,1990,10/20/1990,20-Oct-90,Sat,,(6)Â Notre Dame,Notre Dame,Home,(2)Â Miami (FL),Miami FL,N,Ind,W,"South Bend, IN",South Bend,IN,USA,29,20,5,1,0,W 2,,41.666386,-86.267592
1,1990,9/15/1990,15-Sep-90,Sat,,(1)Â Notre Dame,Notre Dame,Home,(4)Â Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,28,24,1,0,0,W 1,,41.666386,-86.267592
10,1990,11/17/1990,17-Nov-90,Sat,,(1)Â Notre Dame,Notre Dame,Home,(18)Â Penn State,Penn State,N,Ind,L,"South Bend, IN",South Bend,IN,USA,21,24,8,2,0,L 1,,41.666386,-86.267592
3,1990,9/29/1990,29-Sep-90,Sat,,(1)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,37,11,3,0,0,W 3,,41.666386,-86.267592
4,1990,10/6/1990,6-Oct-90,Sat,,(1)Â Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,31,36,3,1,0,L 1,,41.666386,-86.267592
2,1991,9/14/1991,14-Sep-91,Sat,,(7)Â Notre Dame,Notre Dame,Away,(3)Â Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,14,24,1,1,0,L 1,,42.279731,-83.736923
7,1991,10/19/1991,19-Oct-91,Sat,,(5)Â Notre Dame,Notre Dame,Away,Air Force,Air Force,N,WAC,W,"Colorado Springs, CO",Colorado Springs,CO,USA,28,15,6,1,0,W 5,,38.875356,-104.813228
12,1991,11/30/1991,30-Nov-91,Sat,,(18)Â Notre Dame,Notre Dame,Away,Hawaii,Hawaii,N,WAC,W,"Honolulu, HI",Honolulu,HI,USA,48,42,9,3,0,W 1,,21.40572,-157.789396
13,1991,1/1/1992,1-Jan-92,Wed,,(18)Â Notre Dame,Notre Dame,Neutral,(3)Â Florida,Florida,Y,SEC,W,"New Orleans, LA",New Orleans,LA,USA,39,28,10,3,0,W 2,"Sugar Bowl (Sugar Bowl (New Orleans, LA))",30.056708,-89.889852
1,1991,9/7/1991,7-Sep-91,Sat,,(7)Â Notre Dame,Notre Dame,Home,Indiana,Indiana,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,49,27,1,0,0,W 1,,41.666386,-86.267592
3,1991,9/21/1991,21-Sep-91,Sat,,(11)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,49,10,2,1,0,W 1,,41.666386,-86.267592
9,1991,11/2/1991,2-Nov-91,Sat,,(5)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,38,0,8,1,0,W 7,,41.666386,-86.267592
6,1991,10/12/1991,12-Oct-91,Sat,,(7)Â Notre Dame,Notre Dame,Home,(12)Â Pitt,Pitt,N,Big East,W,"South Bend, IN",South Bend,IN,USA,42,7,5,1,0,W 4,,41.666386,-86.267592
10,1991,11/9/1991,9-Nov-91,Sat,,(5)Â Notre Dame,Notre Dame,Home,(13)Â Tennessee,Tennessee,N,SEC,L,"South Bend, IN",South Bend,IN,USA,34,35,8,2,0,L 1,,41.666386,-86.267592
8,1991,10/26/1991,26-Oct-91,Sat,,(5)Â Notre Dame,Notre Dame,Home,USC,USC,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,24,20,7,1,0,W 6,,41.666386,-86.267592
5,1991,10/5/1991,5-Oct-91,Sat,,(8)Â Notre Dame,Notre Dame,Away,Stanford,Stanford,N,Pac-10,W,"Stanford, CA",Stanford,CA,USA,42,26,4,1,0,W 3,,37.425888,-122.165288
11,1991,11/16/1991,16-Nov-91,Sat,,(12)Â Notre Dame,Notre Dame,Away,(8)Â Penn State,Penn State,N,Ind,L,"State College, PA",State College,PA,USA,13,35,8,3,0,L 2,,40.793203,-77.857327
4,1991,9/28/1991,28-Sep-91,Sat,,(8)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,45,20,3,1,0,W 2,,40.460621,-86.915627
1,1992,9/5/1992,5-Sep-92,Sat,,(3)Â Notre Dame,Notre Dame,Away,Northwestern,Northwestern,N,Big Ten,W,"Chicago, IL",Chicago,IL,USA,42,7,1,0,0,W 1,"Chicago, IL",41.87897,-87.66063
12,1992,1/1/1993,1-Jan-93,Fri,,(5)Â Notre Dame,Notre Dame,Neutral,(4)Â Texas A&M,Texas A&M,Y,SWC,W,"Dallas, TX",Dallas,TX,USA,28,3,10,1,1,W 7,"Cotton Bowl (Cotton Bowl (Dallas, TX))",32.736212,-96.784359
3,1992,9/19/1992,19-Sep-92,Sat,,(7)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,52,31,2,0,1,W 1,,42.736452,-84.479762
8,1992,10/31/1992,31-Oct-92,Sat,,(10)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"East Rutherford, NJ",East Rutherford,NJ,USA,38,7,6,1,1,W 3,"East Rutherford, NJ",40.811106,-74.078218
11,1992,11/28/1992,28-Nov-92,Sat,,(5)Â Notre Dame,Notre Dame,Away,(19)Â USC,USC,N,Pac-10,W,"Los Angeles, CA",Los Angeles,CA,USA,31,23,9,1,1,W 6,,34.05513,-118.25703
6,1992,10/10/1992,10-Oct-92,Sat,,(13)Â Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Big East,W,"Pittsburgh, PA",Pittsburgh,PA,USA,52,21,4,1,1,W 1,,40.450509,-79.936305
9,1992,11/7/1992,7-Nov-92,Sat,,(8)Â Notre Dame,Notre Dame,Home,(9)Â Boston College,Boston College,N,Big East,W,"South Bend, IN",South Bend,IN,USA,54,7,7,1,1,W 4,,41.666386,-86.267592
7,1992,10/24/1992,24-Oct-92,Sat,,(10)Â Notre Dame,Notre Dame,Home,BYU,BYU,N,WAC,W,"South Bend, IN",South Bend,IN,USA,42,16,5,1,1,W 2,,41.666386,-86.267592
2,1992,9/12/1992,12-Sep-92,Sat,,(3)Â Notre Dame,Notre Dame,Home,(6)Â Michigan,Michigan,N,Big Ten,T,"South Bend, IN",South Bend,IN,USA,17,17,1,0,1,T 1,,41.666386,-86.267592
10,1992,11/14/1992,14-Nov-92,Sat,,(8)Â Notre Dame,Notre Dame,Home,(22)Â Penn State,Penn State,N,Ind,W,"South Bend, IN",South Bend,IN,USA,17,16,8,1,1,W 5,,41.666386,-86.267592
4,1992,9/26/1992,26-Sep-92,Sat,,(6)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,48,0,3,0,1,W 2,,41.666386,-86.267592
5,1992,10/3/1992,3-Oct-92,Sat,,(6)Â Notre Dame,Notre Dame,Home,(18)Â Stanford,Stanford,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,16,33,3,1,1,L 1,,41.666386,-86.267592
2,1993,9/11/1993,11-Sep-93,Sat,,(11)Â Notre Dame,Notre Dame,Away,(3)Â Michigan,Michigan,N,Big Ten,W,"Ann Arbor, MI",Ann Arbor,MI,USA,27,23,2,0,0,W 2,,42.279731,-83.736923
12,1993,1/1/1994,1-Jan-94,Sat,,(4)Â Notre Dame,Notre Dame,Neutral,(7)Â Texas A&M,Texas A&M,Y,SWC,W,"Dallas, TX",Dallas,TX,USA,24,21,11,1,0,W 1,"Cotton Bowl (Cotton Bowl (Dallas, TX))",32.736212,-96.784359
9,1993,10/30/1993,30-Oct-93,Sat,,(2)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Philadelphia, PA",Philadelphia,PA,USA,58,27,9,0,0,W 9,"Philadelphia, PA",39.990821,-75.168428
7,1993,10/16/1993,16-Oct-93,Sat,,(3)Â Notre Dame,Notre Dame,Away,BYU,BYU,N,WAC,W,"Provo, UT",Provo,UT,USA,45,20,7,0,0,W 7,,40.234331,-111.661088
11,1993,11/20/1993,20-Nov-93,Sat,,(1)Â Notre Dame,Notre Dame,Home,(17)Â Boston College,Boston College,N,Big East,L,"South Bend, IN",South Bend,IN,USA,39,41,10,1,0,L 1,,41.666386,-86.267592
10,1993,11/13/1993,13-Nov-93,Sat,,(2)Â Notre Dame,Notre Dame,Home,(1)Â Florida State,Florida State,N,ACC,W,"South Bend, IN",South Bend,IN,USA,31,24,10,0,0,W 10,,41.666386,-86.267592
3,1993,9/18/1993,18-Sep-93,Sat,,(4)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,36,14,3,0,0,W 3,,41.666386,-86.267592
1,1993,9/4/1993,4-Sep-93,Sat,,(7)Â Notre Dame,Notre Dame,Home,Northwestern,Northwestern,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,27,12,1,0,0,W 1,,41.666386,-86.267592
6,1993,10/9/1993,9-Oct-93,Sat,,(4)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Big East,W,"South Bend, IN",South Bend,IN,USA,44,0,6,0,0,W 6,,41.666386,-86.267592
8,1993,10/23/1993,23-Oct-93,Sat,,(2)Â Notre Dame,Notre Dame,Home,USC,USC,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,31,13,8,0,0,W 8,,41.666386,-86.267592
5,1993,10/2/1993,2-Oct-93,Sat,,(4)Â Notre Dame,Notre Dame,Away,Stanford,Stanford,N,Pac-10,W,"Stanford, CA",Stanford,CA,USA,48,20,5,0,0,W 5,,37.425888,-122.165288
4,1993,9/25/1993,25-Sep-93,Sat,,(4)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,17,0,4,0,0,W 4,,40.460621,-86.915627
6,1994,10/8/1994,8-Oct-94,Sat,,(8)Â Notre Dame,Notre Dame,Away,Boston College,Boston College,N,Big East,L,"Boston, MA",Boston,MA,USA,11,30,4,2,0,L 1,,42.355492,-71.048611
1,1994,9/3/1994,3-Sep-94,Sat,,(3)Â Notre Dame,Notre Dame,Away,Northwestern,Northwestern,N,Big Ten,W,"Chicago, IL",Chicago,IL,USA,42,15,1,0,0,W 1,"Chicago, IL",41.87897,-87.66063
3,1994,9/17/1994,17-Sep-94,Sat,,(8)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,21,20,2,1,0,W 1,,42.736452,-84.479762
11,1994,11/26/1994,26-Nov-94,Sat,,Notre Dame,Notre Dame,Away,(17)Â USC,USC,N,Pac-10,T,"Los Angeles, CA",Los Angeles,CA,USA,17,17,6,4,1,T 1,,34.05513,-118.25703
9,1994,11/12/1994,12-Nov-94,Sat,,Notre Dame,Notre Dame,Away,(8)Â Florida State,Florida State,N,ACC,L,"Orlando, FL",Orlando,FL,USA,16,23,5,4,0,L 1,"Orlando, FL",28.41959,-81.293691
10,1994,11/19/1994,19-Nov-94,Sat,,Notre Dame,Notre Dame,Home,Air Force,Air Force,N,WAC,W,"South Bend, IN",South Bend,IN,USA,42,30,6,4,0,W 1,,41.666386,-86.267592
7,1994,10/15/1994,15-Oct-94,Sat,,(17)Â Notre Dame,Notre Dame,Home,BYU,BYU,N,WAC,L,"South Bend, IN",South Bend,IN,USA,14,21,4,3,0,L 2,,41.666386,-86.267592
2,1994,9/10/1994,10-Sep-94,Sat,,(3)Â Notre Dame,Notre Dame,Home,(6)Â Michigan,Michigan,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,24,26,1,1,0,L 1,,41.666386,-86.267592
8,1994,10/29/1994,29-Oct-94,Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,58,21,5,3,0,W 1,,41.666386,-86.267592
4,1994,9/24/1994,24-Sep-94,Sat,,(9)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,39,21,3,1,0,W 2,,41.666386,-86.267592
5,1994,10/1/1994,1-Oct-94,Sat,,(8)Â Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,34,15,4,1,0,W 3,,41.666386,-86.267592
12,1994,1/2/1995,2-Jan-95,Mon,,Notre Dame,Notre Dame,Neutral,(4)Â Colorado,Colorado,Y,Big 8,L,"Tempe, AZ",Tempe,AZ,USA,24,41,6,5,1,L 1,"Fiesta Bowl (Fiesta Bowl (Tempe, AZ))",33.403229,-111.923357
11,1995,11/18/1995,18-Nov-95,Sat,,(8)Â Notre Dame,Notre Dame,Away,Air Force,Air Force,N,WAC,W,"Colorado Springs, CO",Colorado Springs,CO,USA,44,14,9,2,0,W 6,,38.875356,-104.813228
5,1995,9/30/1995,30-Sep-95,Sat,,(15)Â Notre Dame,Notre Dame,Away,(7)Â Ohio State,Ohio State,N,Big Ten,L,"Columbus, OH",Columbus,OH,USA,26,45,3,2,0,L 1,,39.98072,-82.985586
7,1995,10/14/1995,14-Oct-95,Sat,,(17)Â Notre Dame,Notre Dame,Away,Army,Army,N,Ind,W,"East Rutherford, NJ",East Rutherford,NJ,USA,28,27,5,2,0,W 2,"East Rutherford, NJ",40.811106,-74.078218
12,1995,1/1/1996,1-Jan-96,Mon,,(6)Â Notre Dame,Notre Dame,Neutral,(8)Â Florida State,Florida State,Y,ACC,L,"Miami, FL",Miami,FL,USA,26,31,9,3,0,L 1,"Orange Bowl (Orange Bowl (Miami, FL))",25.766368,-80.210268
6,1995,10/7/1995,7-Oct-95,Sat,,(23)Â Notre Dame,Notre Dame,Away,(15)Â Washington,Washington,N,Pac-10,W,"Seattle, WA",Seattle,WA,USA,29,21,4,2,0,W 1,,47.673455,-122.331537
9,1995,10/28/1995,28-Oct-95,Sat,,(12)Â Notre Dame,Notre Dame,Home,Boston College,Boston College,N,Big East,W,"South Bend, IN",South Bend,IN,USA,20,10,7,2,0,W 4,,41.666386,-86.267592
10,1995,11/4/1995,4-Nov-95,Sat,,(8)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,35,17,8,2,0,W 5,,41.666386,-86.267592
1,1995,9/2/1995,2-Sep-95,Sat,,(9)Â Notre Dame,Notre Dame,Home,Northwestern,Northwestern,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,15,17,0,1,0,L 1,,41.666386,-86.267592
4,1995,9/23/1995,23-Sep-95,Sat,,(21)Â Notre Dame,Notre Dame,Home,(13)Â Texas,Texas,N,SWC,W,"South Bend, IN",South Bend,IN,USA,55,27,3,1,0,W 3,,41.666386,-86.267592
8,1995,10/21/1995,21-Oct-95,Sat,,(17)Â Notre Dame,Notre Dame,Home,(5)Â USC,USC,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,38,10,6,2,0,W 3,,41.666386,-86.267592
3,1995,9/16/1995,16-Sep-95,Sat,,(24)Â Notre Dame,Notre Dame,Home,Vanderbilt,Vanderbilt,N,SEC,W,"South Bend, IN",South Bend,IN,USA,41,0,2,1,0,W 2,,41.666386,-86.267592
2,1995,9/9/1995,9-Sep-95,Sat,,(25)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,35,28,1,1,0,W 1,,40.460621,-86.915627
3,1996,9/21/1996,21-Sep-96,Sat,,(9)Â Notre Dame,Notre Dame,Away,(6)Â Texas,Texas,N,Big 12,W,"Austin, TX",Austin,TX,USA,27,24,3,0,,W 3,,30.222346,-97.836521
8,1996,11/9/1996,9-Nov-96,Sat,,(17)Â Notre Dame,Notre Dame,Away,Boston College,Boston College,N,Big East,W,"Boston, MA",Boston,MA,USA,48,21,6,2,,W 2,,42.355492,-71.048611
7,1996,11/2/1996,2-Nov-96,Sat,,(19)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Dublin, Ireland",Dublin,,Ireland,54,27,5,2,,W 1,"Dublin, Ireland",53.33928,-6.281314
11,1996,11/30/1996,30-Nov-96,Sat,,(10)Â Notre Dame,Notre Dame,Away,USC,USC,N,Pac-10,L,"Los Angeles, CA",Los Angeles,CA,USA,20,27,8,3,,L 1,,34.05513,-118.25703
1,1996,9/5/1996,5-Sep-96,Thu,,(6)Â Notre Dame,Notre Dame,Away,Vanderbilt,Vanderbilt,N,SEC,W,"Nashville, TN",Nashville,TN,USA,14,7,1,0,,W 1,,36.236907,-86.834683
6,1996,10/19/1996,19-Oct-96,Sat,,(8)Â Notre Dame,Notre Dame,Home,Air Force,Air Force,N,WAC,L,"South Bend, IN",South Bend,IN,USA,17,20,4,2,,L 1,,41.666386,-86.267592
4,1996,9/28/1996,28-Sep-96,Sat,,(5)Â Notre Dame,Notre Dame,Home,(4)Â Ohio State,Ohio State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,16,29,3,1,,L 1,,41.666386,-86.267592
9,1996,11/16/1996,16-Nov-96,Sat,,(14)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Big East,W,"South Bend, IN",South Bend,IN,USA,60,6,7,2,,W 3,,41.666386,-86.267592
2,1996,9/14/1996,14-Sep-96,Sat,,(9)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,35,0,2,0,,W 2,,41.666386,-86.267592
10,1996,11/23/1996,23-Nov-96,Sat,,(10)Â Notre Dame,Notre Dame,Home,Rutgers,Rutgers,N,Big East,W,"South Bend, IN",South Bend,IN,USA,62,0,8,2,,W 4,,41.666386,-86.267592
5,1996,10/12/1996,12-Oct-96,Sat,,(11)Â Notre Dame,Notre Dame,Home,(16)Â Washington,Washington,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,54,20,4,1,,W 1,,41.666386,-86.267592
4,1997,9/27/1997,27-Sep-97,Sat,,Notre Dame,Notre Dame,Away,(6)Â Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,14,21,1,3,,L 3,,42.279731,-83.736923
